Id,Sales
280,7372.848
281,7378.7153
282,4706.239
283,9087.855
284,6990.013
285,6360.3784
286,5371.596
287,9250.029
288,6755.126
289,7425.8145
290,7732.2114
291,10039.136
292,1.0
293,7343.813
294,7340.6963
295,7451.939
296,8286.06
297,8261.107
298,10086.067
299,10390.893
300,9595.34
301,6320.621
302,4755.943
303,8310.865
304,9147.834
305,7110.2236
306,6043.6465
307,3597.3596
308,10642.586
309,8712.775
310,11833.832
311,7861.6064
312,6938.1294
313,10430.879
314,6806.102
315,5678.59
316,10630.706
317,6763.7715
318,9032.74
319,10997.994
320,19991.785
321,7470.292
322,6118.866
323,9083.566
324,7595.913
325,7979.0977
326,6900.465
327,11187.048
328,5453.3457
329,9002.216
330,4978.669
331,6883.229
332,4389.119
333,12168.426
334,6222.9336
335,17013.955
336,17479.758
337,7125.506
338,7914.98
339,7152.832
340,7804.341
341,7087.7773
342,13397.4
343,8783.899
344,12330.172
345,5059.862
346,8751.954
347,6775.8594
348,10428.8
349,8881.259
350,8621.711
351,8159.043
352,8369.938
353,8887.707
354,10153.33
355,12378.671
356,8607.431
357,10267.11
358,12507.945
359,7716.3716
360,8692.663
361,8677.777
362,10825.24
363,8962.302
364,7019.571
365,7524.31
366,8982.884
367,6734.6997
368,15369.368
369,7900.6646
370,8905.51
371,8102.7715
372,10827.7705
373,6396.492
374,8515.972
375,13343.243
376,10408.846
377,13018.283
378,9256.11
379,5170.8184
380,17934.367
381,10061.221
382,10688.667
383,20838.27
384,12508.256
385,8780.876
386,9106.067
387,12517.135
388,12049.541
389,12892.671
390,14172.79
391,8383.5205
392,8077.7397
393,7683.147
394,9908.688
395,5076.628
396,13197.529
397,8419.765
398,8044.1562
399,7126.6
400,11538.364
401,8644.115
402,6997.124
403,8614.995
404,6297.747
405,5252.8135
406,10046.885
407,5933.0557
408,7013.5947
409,6847.548
410,7658.1914
411,12230.768
412,11135.419
413,9857.278
414,7873.1323
415,7443.2656
416,12930.082
417,8494.612
418,8312.213
419,7373.2207
420,6330.7754
421,13271.61
422,5073.539
423,15154.816
424,9475.04
425,4612.024
426,5947.873
427,8896.138
428,7846.4517
429,6740.445
430,10987.74
431,10973.037
432,14928.629
433,9013.067
434,10887.574
435,3523.9436
436,7134.8228
437,9431.815
438,6675.2554
439,8379.611
440,8036.871
441,8356.154
442,6566.117
443,6607.639
444,15418.361
445,12096.314
446,7064.627
447,5899.074
448,9744.053
449,13233.843
450,9841.825
451,6690.2856
452,7746.5244
453,15419.522
454,8162.787
455,9602.169
456,7154.4556
457,6790.034
458,8786.212
459,13281.524
460,6473.7256
461,6296.738
462,5758.8936
463,6114.4727
464,11283.865
465,9655.453
466,10060.185
467,16433.846
468,7735.3022
469,17121.342
470,15567.48
471,8863.226
472,6421.2866
473,4148.1626
474,8739.667
475,7556.999
476,7118.957
477,7793.607
478,9215.379
479,16555.605
480,6280.8423
481,7533.243
482,9999.402
483,6273.292
484,9671.868
485,7069.9927
486,6155.9043
487,9305.778
488,4140.5483
489,8896.248
490,10078.903
491,8753.424
492,11003.031
493,10432.361
494,9649.285
495,6962.253
496,9560.653
497,11398.424
498,7812.5557
499,7162.2666
500,7446.106
501,6776.615
502,14644.92
503,9118.844
504,8586.645
505,6518.2373
506,10159.859
507,9931.804
508,11144.907
509,7305.911
510,10393.846
511,6360.688
512,8932.843
513,21694.898
514,7384.4604
515,11332.064
516,7092.6396
517,7560.7407
518,7259.275
519,7550.5796
520,5418.709
521,7290.0894
522,10743.818
523,16087.034
524,10948.021
525,10670.271
526,12369.961
527,13417.886
528,13991.598
529,10182.589
530,11002.464
531,5370.2437
532,11599.935
533,15489.565
534,10213.578
535,9238.021
536,12571.476
537,7399.6895
538,4269.7173
539,13206.078
540,8202.591
541,8481.99
542,7042.278
543,3335.3694
544,18864.297
545,13281.461
546,15911.071
547,7288.5737
548,4934.7036
549,6196.907
550,6427.169
551,9992.575
552,9402.785
553,9370.556
554,6119.0293
555,5850.3687
556,8626.811
557,5483.876
558,4165.0215
559,9262.699
560,17725.889
561,8663.991
562,23323.945
563,5909.7295
564,6509.9424
565,8547.374
566,7013.1997
567,7399.6333
568,6028.3604
569,4741.0996
570,5819.613
571,9751.313
572,8226.456
573,4977.2207
574,10203.3545
575,7351.508
576,8654.988
577,6816.204
578,14231.604
579,9446.021
580,12268.773
581,6329.254
582,7893.2983
583,5487.8687
584,6042.897
585,7123.99
586,18822.55
587,12247.25
588,8460.45
589,7134.666
590,7093.5127
591,7885.3745
592,5256.879
593,12019.905
594,5315.3525
595,18271.637
596,6338.6484
597,7020.468
598,6782.8623
599,11434.924
600,10767.0625
601,5897.797
602,7058.552
603,9658.492
604,8479.354
605,9878.455
606,6839.1406
607,6602.3345
608,12553.24
609,5948.9
610,4564.437
611,6832.2812
612,8305.215
613,7340.9556
614,8657.796
615,10730.73
616,10941.268
617,8788.022
618,8956.858
619,6667.047
620,11114.749
621,7065.3887
622,5933.5537
623,9568.937
624,8324.161
625,7555.305
626,11798.996
627,7912.074
628,10153.883
629,7046.1143
630,7814.024
631,7211.1064
632,9217.638
633,7416.789
634,8632.704
635,8589.2
636,9257.885
637,11640.476
638,7573.299
639,5259.015
640,13603.152
641,6877.723
642,3458.1064
643,11748.555
644,11515.815
645,16277.436
646,6458.8486
647,9189.215
648,7259.739
649,5030.079
650,7839.5024
651,8709.651
652,9121.288
653,7623.836
654,7861.3364
655,10777.718
656,4297.339
657,8303.884
658,7292.572
659,6098.9966
660,6732.503
661,7352.139
662,10111.939
663,7749.9463
664,7600.4717
665,10077.701
666,8833.856
667,11604.87
668,10958.771
669,6315.0947
670,9530.136
671,9123.541
672,10407.675
673,10781.151
674,12720.053
675,4236.5146
676,10786.428
677,9117.817
678,10180.142
679,12113.481
680,6344.921
681,4818.1294
682,14818.988
683,10661.676
684,10711.139
685,7446.9014
686,7375.6543
687,9809.213
688,5125.572
689,7990.163
690,6791.686
691,9753.499
692,7069.534
693,7984.6934
694,9807.969
695,6611.018
696,11677.359
697,13368.273
698,17767.203
699,12258.48
700,6114.6885
701,7488.0405
702,6790.876
703,3618.9648
704,12382.449
705,10715.747
706,7408.051
707,14171.857
708,6706.501
709,10581.947
710,6428.7812
711,7811.1177
712,7342.02
713,11777.9375
714,7547.354
715,9611.0205
716,7271.2075
717,7302.3374
718,9273.227
719,7149.96
720,9479.307
721,9113.565
722,9857.627
723,10743.951
724,8185.2017
725,6807.751
726,13890.904
727,5764.18
728,6770.6973
729,13621.639
730,8669.736
731,9682.936
732,11162.321
733,18711.025
734,6875.9326
735,6566.286
736,6175.164
737,9583.906
738,9669.774
739,12093.326
740,9797.311
741,10307.761
742,10199.112
743,4938.3013
744,9651.752
745,8595.387
746,8158.9575
747,10079.037
748,7276.21
749,6294.42
750,6575.618
751,4417.252
752,7061.1846
753,9001.478
754,9049.21
755,12461.377
756,24152.004
757,8403.791
758,6085.828
759,10361.569
760,9251.265
761,11897.376
762,5793.311
763,7645.288
764,5870.99
765,11157.776
766,7689.2686
767,8893.805
768,18379.088
769,15294.472
770,6062.393
771,8523.195
772,5308.3145
773,7003.8677
774,6734.963
775,9973.685
776,6201.1055
777,5833.579
778,6556.1543
779,8708.945
780,7636.12
781,5436.9277
782,7383.6855
783,8703.158
784,9292.359
785,9823.791
786,3670.7568
787,13739.578
788,20682.564
789,4335.2383
790,9019.354
791,11010.064
792,9603.286
793,6331.9106
794,3735.2786
795,5275.4697
796,9038.807
797,5905.43
798,8993.986
799,12334.994
800,5686.042
801,7367.5127
802,9722.357
803,6041.5713
804,6352.339
805,6362.1685
806,10011.082
807,11206.334
808,10221.647
809,10272.331
810,7520.802
811,5146.378
812,7882.645
813,8006.176
814,11350.658
815,7917.668
816,6699.449
817,24263.63
818,6881.5684
819,6098.4785
820,14546.169
821,10384.74
822,10572.605
823,7142.9053
824,9047.346
825,5538.093
826,10912.463
827,17737.709
828,7357.9478
829,7360.615
830,7958.0674
831,15541.608
832,8684.235
833,6598.658
834,7693.0244
835,7016.947
836,7080.0273
837,5623.9043
838,9248.609
839,5434.885
840,8262.053
841,3984.5176
842,23930.744
843,10951.416
844,6070.106
845,5453.59
846,12491.744
847,9315.592
848,9866.506
849,10296.766
850,7866.8345
851,5873.528
852,5690.703
853,12823.1875
854,5954.1226
855,9522.113
856,8976.486
857,8713.448
858,6109.057
859,9207.261
860,8399.809
861,5020.483
862,11708.318
863,14259.863
864,6437.869
865,8953.621
866,9137.605
867,6863.7646
868,10438.055
869,7601.6606
870,7720.693
871,8220.424
872,8655.822
873,4095.2383
874,5978.2856
875,5825.589
876,1.0
877,8318.105
878,10884.615
879,5360.8115
880,9439.068
881,6449.1533
882,7456.994
883,5973.993
884,7259.704
885,6865.5254
886,7163.2026
887,7803.5596
888,11408.789
889,5975.196
890,8280.339
891,11351.471
892,10491.312
893,7549.802
894,11667.0625
895,11829.137
896,8882.004
897,4710.9727
898,9264.298
899,6065.9443
900,7210.824
901,8346.843
902,5019.5825
903,13809.613
904,7285.4526
905,8117.4688
906,14018.379
907,8891.904
908,5070.3027
909,14462.325
910,8002.9844
911,12718.075
912,6552.9404
913,11180.488
914,10863.758
915,8715.111
916,6109.1797
917,8864.536
918,6413.6045
919,7896.83
920,7546.0005
921,9698.241
922,8216.466
923,5734.5176
924,4784.833
925,9236.374
926,9863.146
927,8749.876
928,11024.46
929,8270.687
930,8497.497
931,7239.879
932,10190.595
933,9593.967
934,8697.191
935,8452.643
936,7428.8745
937,8321.518
938,11718.016
939,7219.53
940,9479.731
941,6497.0645
942,8072.2173
943,8248.376
944,9621.384
945,5246.179
946,5356.9727
947,10197.731
948,10698.162
949,7012.297
950,7487.398
951,9844.247
952,7580.049
953,6780.2686
954,8513.56
955,6444.7686
956,4613.5903
957,10386.106
958,4654.6377
959,10015.342
960,8520.359
961,8354.648
962,9376.027
963,12764.033
964,13037.692
965,10619.975
966,5827.373
967,9908.141
968,8739.65
969,5387.822
970,3028.7788
971,10188.875
972,4484.711
973,9593.033
974,14733.615
975,8960.883
976,9068.105
977,5439.0547
978,9716.369
979,7829.1455
980,8231.055
981,10260.659
982,9621.384
983,10437.925
984,7365.8403
985,9940.124
986,6831.701
987,9792.434
988,5247.5903
989,6941.3594
990,8621.974
991,6465.148
992,6327.6724
993,10124.446
994,6147.1504
995,10661.645
996,8368.03
997,6134.9663
998,6033.1465
999,11324.123
1000,8997.452
1001,7392.1133
1002,7708.6035
1003,8917.077
1004,7489.1123
1005,7847.0205
1006,9721.662
1007,9951.289
1008,6911.511
1009,6028.5044
1010,13178.223
1011,9512.791
1012,7166.4624
1013,5184.1377
1014,16694.201
1015,8313.83
1016,7092.004
1017,7213.8994
1018,13852.207
1019,10509.659
1020,10313.041
1021,10705.398
1022,8642.541
1023,6862.704
1024,8115.2856
1025,9129.73
1026,13088.0
1027,19000.225
1028,6871.1924
1029,6150.663
1030,4792.9136
1031,5793.7144
1032,12668.657
1033,18719.021
1034,7456.1978
1035,5866.0757
1036,6265.2974
1037,8371.367
1038,6507.36
1039,9477.924
1040,10609.172
1041,6776.4214
1042,6026.498
1043,11086.777
1044,7729.9844
1045,13514.943
1046,12683.031
1047,7772.576
1048,9425.5205
1049,4935.631
1050,9169.034
1051,10063.169
1052,9194.054
1053,10426.343
1054,8785.425
1055,10243.704
1056,6493.044
1057,6959.7896
1058,8616.038
1059,11320.926
1060,10359.563
1061,10175.647
1062,9020.996
1063,4998.874
1064,12117.445
1065,5896.3906
1066,10868.422
1067,7207.558
1068,5406.1484
1069,7206.905
1070,8521.229
1071,6611.006
1072,9420.029
1073,9280.81
1074,6812.5903
1075,11789.355
1076,5375.379
1077,5421.2783
1078,8969.254
1079,10449.359
1080,12922.45
1081,7572.8223
1082,8067.33
1083,6807.0107
1084,8586.374
1085,8888.895
1086,8816.441
1087,8771.426
1088,6353.921
1089,12407.795
1090,8080.1978
1091,10240.666
1092,17135.21
1093,10931.849
1094,5650.9194
1095,5637.939
1096,8211.052
1097,12721.557
1098,6293.676
1099,13654.183
1100,7501.1436
1101,12129.459
1102,7531.411
1103,7851.9097
1104,6242.8438
1105,7274.51
1106,6181.334
1107,8269.542
1108,6762.8037
1109,5865.119
1110,5878.8135
1111,5248.632
1112,9428.308
1113,7162.5127
1114,28384.684
1115,8364.16
1116,5017.055
1117,5799.6914
1118,8171.574
1119,10372.297
1120,5089.19
1121,5091.6807
1122,11447.625
1123,8234.479
1124,7897.809
1125,5659.825
1126,7230.7905
1127,7997.162
1128,6985.6406
1129,5941.624
1130,8391.601
1131,9913.859
1132,7935.4346
1133,7342.496
1134,7855.3926
1135,12313.355
1136,6266.6357
1137,5770.0107
1138,5994.708
1139,10928.992
1140,11381.391
1141,8996.637
1142,10321.691
1143,6291.299
1144,8160.5996
1145,5141.118
1146,6704.173
1147,5828.635
1148,8296.276
1149,8748.941
1150,10605.682
1151,11033.38
1152,7680.1724
1153,5859.371
1154,5705.976
1155,5204.7197
1156,6682.3584
1157,11579.551
1158,6246.2925
1159,5214.196
1160,6112.0645
1161,6772.228
1162,7696.7236
1163,3521.0
1164,8785.198
1165,4645.2344
1166,8183.773
1167,7137.511
1168,5961.857
1169,9196.492
1170,5922.048
1171,8237.0625
1172,9981.611
1173,7909.4106
1174,5833.051
1175,10045.544
1176,5509.3623
1177,7578.7256
1178,8856.964
1179,12746.709
1180,6716.0264
1181,6892.624
1182,10345.513
1183,7303.347
1184,10627.422
1185,7053.0737
1186,9848.352
1187,5407.226
1188,5006.0127
1189,6895.031
1190,7678.224
1191,10494.164
1192,8606.453
1193,4172.561
1194,6350.54
1195,8563.286
1196,7973.909
1197,10115.045
1198,3882.1887
1199,12916.721
1200,7818.9893
1201,5006.046
1202,6591.0405
1203,7291.981
1204,7053.733
1205,9042.757
1206,5394.8105
1207,7280.6943
1208,6446.908
1209,7720.096
1210,7654.5913
1211,6805.699
1212,7785.234
1213,5755.11
1214,5970.41
1215,9352.118
1216,7836.6914
1217,7101.785
1218,4646.985
1219,10274.124
1220,5198.4233
1221,8540.635
1222,7666.4497
1223,14444.736
1224,6744.0205
1225,5851.2837
1226,7743.134
1227,6132.5615
1228,6783.904
1229,5574.6885
1230,9414.586
1231,7732.167
1232,4055.5776
1233,8327.187
1234,5855.4434
1235,8025.0825
1236,4581.366
1237,10812.816
1238,9835.932
1239,4268.911
1240,13279.84
1241,6136.459
1242,6082.3467
1243,9448.977
1244,10973.32
1245,5610.7983
1246,4776.1553
1247,8667.661
1248,6989.133
1249,4949.813
1250,6376.883
1251,7669.5728
1252,9689.115
1253,10549.861
1254,8565.107
1255,9040.031
1256,7463.2915
1257,4485.4556
1258,7106.8267
1259,9876.712
1260,10153.515
1261,8908.254
1262,8382.266
1263,9099.92
1264,7393.7705
1265,11727.742
1266,7369.7754
1267,5807.6685
1268,7147.2734
1269,10479.071
1270,7681.513
1271,9572.533
1272,10788.361
1273,8948.063
1274,8624.737
1275,6312.126
1276,7170.093
1277,9008.925
1278,6831.6104
1279,7806.1274
1280,4759.4736
1281,6794.6016
1282,11636.68
1283,9088.515
1284,7020.327
1285,4998.326
1286,8937.027
1287,7904.0864
1288,8192.504
1289,6990.86
1290,5757.5312
1291,5468.8164
1292,4285.8193
1293,11678.707
1294,9273.351
1295,7927.3403
1296,7579.622
1297,6003.6113
1298,6564.163
1299,6344.988
1300,7158.0186
1301,4286.1343
1302,6535.463
1303,7248.3984
1304,8941.921
1305,9255.8545
1306,7735.951
1307,14426.961
1308,6324.4263
1309,6437.673
1310,11058.359
1311,5430.9883
1312,7045.382
1313,3098.7798
1314,8821.908
1315,7026.6377
1316,6198.4917
1317,7054.4663
1318,7447.406
1319,6409.9536
1320,6609.0825
1321,9364.043
1322,10692.908
1323,3254.2554
1324,8387.792
1325,4014.949
1326,14325.786
1327,4155.2715
1328,8582.682
1329,8829.737
1330,8316.931
1331,7434.4956
1332,4867.6177
1333,6198.515
1334,3533.952
1335,5139.113
1336,6685.9736
1337,5288.8413
1338,7001.3296
1339,8816.794
1340,7891.7173
1341,7122.652
1342,6645.835
1343,8542.427
1344,9535.273
1345,7309.501
1346,6723.904
1347,4518.4487
1348,11474.1
1349,10958.667
1350,6522.3857
1351,8197.944
1352,4634.7627
1353,8625.025
1354,5534.618
1355,4786.632
1356,6652.082
1357,4946.2637
1358,9726.578
1359,6292.8955
1360,10231.488
1361,7314.5645
1362,9349.041
1363,7410.383
1364,5647.4707
1365,9825.759
1366,20929.648
1367,12061.891
1368,6673.6323
1369,3624.2195
1370,6998.7725
1371,9286.344
1372,5397.7188
1373,7636.3315
1374,14177.981
1375,6362.7935
1376,14791.778
1377,21541.957
1378,4344.296
1379,7191.16
1380,5977.7666
1381,4899.5034
1382,15189.56
1383,4930.046
1384,8912.92
1385,10044.825
1386,10296.795
1387,7629.8955
1388,8456.263
1389,5353.8667
1390,7119.602
1391,4611.008
1392,7572.2446
1393,7488.4766
1394,10388.415
1395,6950.0117
1396,6386.476
1397,4838.9434
1398,8917.911
1399,6680.045
1400,5322.308
1401,4592.2954
1402,9456.956
1403,5977.607
1404,6514.017
1405,7050.3696
1406,9089.503
1407,1.0
1408,7127.9053
1409,7288.546
1410,8022.5723
1411,7929.6924
1412,8407.343
1413,8692.97
1414,10584.491
1415,8094.607
1416,5895.637
1417,4099.264
1418,7054.298
1419,7203.5513
1420,6786.9653
1421,5847.339
1422,3622.5984
1423,9069.299
1424,7995.111
1425,10662.51
1426,7454.612
1427,6167.859
1428,8597.183
1429,6328.0225
1430,5049.038
1431,10710.25
1432,5990.581
1433,8166.564
1434,7755.818
1435,17488.83
1436,7211.223
1437,6829.1084
1438,7848.443
1439,7667.02
1440,9907.621
1441,5872.968
1442,9445.67
1443,4917.97
1444,8157.7905
1445,4051.6414
1446,6344.8486
1447,4223.9976
1448,11309.131
1449,5614.99
1450,16249.795
1451,16838.37
1452,5712.3364
1453,7609.009
1454,5815.1514
1455,6458.054
1456,5523.738
1457,12244.004
1458,8187.2
1459,9810.523
1460,5869.042
1461,7844.963
1462,5812.0684
1463,10209.721
1464,8748.633
1465,7040.8203
1466,7279.597
1467,7428.301
1468,6986.5337
1469,8040.068
1470,9903.294
1471,7641.8325
1472,9324.97
1473,11368.708
1474,7808.898
1475,7273.0596
1476,7407.761
1477,10091.773
1478,7303.828
1479,6391.851
1480,7550.1616
1481,8277.434
1482,4947.9575
1483,12226.173
1484,7352.174
1485,8752.171
1486,7798.7305
1487,9414.811
1488,5287.6914
1489,7292.892
1490,11331.102
1491,8605.255
1492,8102.138
1493,8100.917
1494,4204.882
1495,15827.163
1496,10042.383
1497,9470.089
1498,19103.977
1499,12071.5
1500,8112.8403
1501,8059.516
1502,10769.888
1503,11005.172
1504,11766.766
1505,11536.351
1506,6511.278
1507,7436.3325
1508,6729.171
1509,9044.524
1510,3710.3342
1511,14517.632
1512,6329.067
1513,6914.2676
1514,6661.6123
1515,10134.107
1516,8474.099
1517,6929.3335
1518,8228.033
1519,6692.9346
1520,4966.389
1521,7691.4033
1522,5305.9863
1523,5820.329
1524,7403.0713
1525,6908.651
1526,10157.398
1527,10164.891
1528,9302.3
1529,7240.2935
1530,7597.355
1531,12111.783
1532,7187.142
1533,5692.0493
1534,5657.154
1535,5971.817
1536,12996.4375
1537,4796.879
1538,12650.051
1539,6947.7847
1540,3313.525
1541,5281.0024
1542,9806.865
1543,7514.922
1544,5964.496
1545,9643.746
1546,11078.564
1547,14042.479
1548,7205.7227
1549,10413.1455
1550,3409.1318
1551,6521.3965
1552,8422.561
1553,6155.4287
1554,7198.503
1555,6040.8857
1556,6814.3447
1557,5293.4844
1558,6146.581
1559,13133.804
1560,9543.216
1561,5120.553
1562,4916.0283
1563,8516.143
1564,12135.938
1565,12859.33
1566,6399.9346
1567,6568.328
1568,13610.821
1569,6874.057
1570,8629.855
1571,7020.8296
1572,6052.79
1573,7151.0923
1574,10554.168
1575,4893.9404
1576,5301.676
1577,5839.8423
1578,6137.3955
1579,11283.22
1580,8799.001
1581,8120.009
1582,14614.572
1583,9098.08
1584,13507.624
1585,13496.228
1586,8191.574
1587,5638.579
1588,4023.8442
1589,8010.3843
1590,6333.3184
1591,6622.795
1592,6577.6885
1593,7321.4463
1594,14025.734
1595,5321.917
1596,6313.077
1597,9629.821
1598,7718.646
1599,7577.3525
1600,6747.759
1601,5549.9326
1602,8718.087
1603,3515.744
1604,9322.16
1605,9245.347
1606,8947.262
1607,9834.356
1608,9775.376
1609,8725.532
1610,6303.889
1611,8016.4604
1612,9543.307
1613,7700.0425
1614,6259.891
1615,7600.254
1616,6023.1934
1617,12211.78
1618,9307.616
1619,6731.3667
1620,6083.681
1621,8021.6846
1622,9556.067
1623,8110.8594
1624,7041.4517
1625,8902.869
1626,5584.4277
1627,6992.3135
1628,18443.582
1629,7144.118
1630,9766.998
1631,7462.3447
1632,7331.4185
1633,7002.8726
1634,6407.802
1635,4391.1714
1636,6041.779
1637,10271.852
1638,14471.143
1639,9345.752
1640,9372.486
1641,12990.638
1642,10476.623
1643,11815.956
1644,8593.067
1645,9829.067
1646,4976.1816
1647,11457.281
1648,12799.459
1649,9373.229
1650,9546.001
1651,9033.825
1652,7653.43
1653,4093.5823
1654,12953.225
1655,8479.127
1656,8052.04
1657,7496.33
1658,3412.5254
1659,15733.911
1660,11690.788
1661,15135.619
1662,7732.7573
1663,4467.436
1664,4928.988
1665,5892.714
1666,6806.7705
1667,8989.655
1668,8779.184
1669,5740.165
1670,5864.8784
1671,8451.3125
1672,4161.1855
1673,3642.798
1674,7732.3735
1675,14822.663
1676,7406.7646
1677,20170.162
1678,5260.134
1679,6450.4883
1680,6816.874
1681,5514.2095
1682,5823.0664
1683,5522.684
1684,4952.604
1685,4112.3765
1686,8892.965
1687,7413.5923
1688,4623.904
1689,10342.889
1690,7267.4707
1691,6806.2383
1692,4507.192
1693,13764.511
1694,8318.985
1695,9469.557
1696,5859.164
1697,7814.531
1698,4730.7275
1699,5377.5737
1700,4957.425
1701,17134.688
1702,12005.984
1703,7081.493
1704,5961.2827
1705,5613.1753
1706,6676.1216
1707,5758.201
1708,12370.162
1709,4633.295
1710,15088.733
1711,5417.546
1712,6661.3203
1713,6847.835
1714,9890.494
1715,8258.224
1716,5345.1157
1717,7068.651
1718,9116.261
1719,7878.631
1720,8706.661
1721,5780.13
1722,4689.6133
1723,12884.054
1724,4965.5557
1725,4150.8105
1726,6495.683
1727,7543.748
1728,6970.326
1729,7794.529
1730,10685.16
1731,8373.403
1732,7845.4116
1733,7770.271
1734,5677.734
1735,9739.286
1736,6108.492
1737,4685.424
1738,7328.8804
1739,8137.523
1740,7042.9897
1741,11852.515
1742,7329.5796
1743,7280.618
1744,6880.413
1745,8299.252
1746,5492.6973
1747,7869.9116
1748,6740.014
1749,8591.388
1750,7232.653
1751,8117.864
1752,11605.91
1753,6868.3223
1754,4533.4424
1755,10654.52
1756,7582.97
1757,3302.9683
1758,7812.973
1759,10437.756
1760,14316.156
1761,5964.9346
1762,5857.9067
1763,6319.4395
1764,3766.957
1765,7335.762
1766,7711.133
1767,8534.723
1768,7083.087
1769,7873.2075
1770,9765.19
1771,3495.6184
1772,6537.957
1773,6278.015
1774,6102.488
1775,6831.213
1776,6516.1484
1777,8770.622
1778,7192.2373
1779,6256.059
1780,9478.077
1781,9622.632
1782,9212.373
1783,9446.643
1784,5625.8574
1785,8230.654
1786,8173.9673
1787,8981.624
1788,10557.037
1789,8576.077
1790,6717.5254
1791,9588.012
1792,8450.869
1793,7925.942
1794,9675.171
1795,6055.7754
1796,4840.1157
1797,13001.421
1798,9137.989
1799,9877.4375
1800,6974.363
1801,8063.991
1802,9259.748
1803,4619.5264
1804,7205.5713
1805,5934.001
1806,8614.551
1807,6956.5176
1808,8141.498
